,SQUID_Volt(V),timestamp,MOD_CURR(A)
358,-3.08522000E-05,1558941158.5676668,+1.41192530E+00
359,-3.01381000E-05,1558941158.776,+1.43214190E+00
360,-3.09388000E-05,1558941158.9843333,+1.43664650E+00
361,-3.10524000E-05,1558941159.1926668,+1.43663600E+00
362,-2.95575000E-05,1558941159.401,+1.44961320E+00
363,-3.10856000E-05,1558941159.6093333,+1.45200170E+00
364,-3.06320000E-05,1558941159.8176668,+1.45200700E+00
365,-2.92371000E-05,1558941160.026,+1.45199900E+00
366,-3.15127000E-05,1558941160.2343333,+1.45199370E+00
367,-3.03916000E-05,1558941160.4426668,+1.45198580E+00
368,-3.09589000E-05,1558941160.651,+1.45199110E+00
369,-3.11857000E-05,1558941160.8593333,+1.45199900E+00
370,-3.07320000E-05,1558941161.0676668,+1.45199900E+00
371,-3.05851000E-05,1558941161.276,+1.45200700E+00
372,-2.99446000E-05,1558941161.4843333,+1.45201750E+00
373,-3.08854000E-05,1558941161.6926668,+1.45202020E+00
374,-2.93774000E-05,1558941161.901,+1.45201490E+00
375,-3.06185000E-05,1558941165.501,+1.46286930E+00
376,-3.09722000E-05,1558941165.7093332,+1.46855710E+00
377,-3.11591000E-05,1558941165.9176667,+1.46855840E+00
378,-3.05118000E-05,1558941166.126,+1.48468010E+00
379,-3.24939000E-05,1558941166.3343332,+1.49212840E+00
380,-3.14528000E-05,1558941166.5426667,+1.49212040E+00
381,-3.04384000E-05,1558941166.751,+1.50497340E+00
382,-3.11324000E-05,1558941166.9593332,+1.50869290E+00
383,-2.99646000E-05,1558941167.1676667,+1.50870620E+00
384,-3.25339000E-05,1558941167.376,+1.52763140E+00
385,-2.98778000E-05,1558941167.5843332,+1.53232110E+00
386,-3.03516000E-05,1558941167.7926667,+1.53232370E+00
387,-3.19801000E-05,1558941168.001,+1.54704310E+00
388,-3.08320000E-05,1558941168.2093332,+1.54884600E+00
389,-3.10856000E-05,1558941168.4176667,+1.54883540E+00
390,-3.08585000E-05,1558941168.626,+1.54884200E+00
391,-3.05582000E-05,1558941168.8343332,+1.54884330E+00
392,-3.01512000E-05,1558941169.0426667,+1.54882480E+00
393,-3.07250000E-05,1558941169.251,+1.54885130E+00
394,-3.04514000E-05,1558941169.4593332,+1.54884330E+00
395,-1.76055300E-04,1558941169.6676667,+1.54886710E+00
396,-4.04823000E-05,1558941169.876,+1.54886180E+00
397,-3.30546000E-05,1558941170.0843332,+1.54887770E+00
398,-3.17798000E-05,1558941170.2926667,+1.54887240E+00
399,-2.55667000E-05,1558941170.501,+1.54886320E+00
400,-3.05253000E-05,1558941174.101,+1.56400680E+00
401,-3.24339000E-05,1558941174.3093333,+1.57248210E+00
402,-3.29011000E-05,1558941174.5176668,+1.57248470E+00
403,-2.71484000E-05,1558941174.726,+1.58455540E+00
404,-2.88301000E-05,1558941174.9343333,+1.58897810E+00
405,-3.09723000E-05,1558941175.1426668,+1.58897280E+00
406,-3.08790000E-05,1558941175.351,+1.60149010E+00
407,-3.07721000E-05,1558941175.5593333,+1.60545010E+00
408,-2.73020000E-05,1558941175.7676668,+1.60546730E+00
409,-3.16397000E-05,1558941175.976,+1.62405150E+00
410,-3.05719000E-05,1558941176.1843333,+1.62910730E+00
411,-3.05586000E-05,1558941176.3926668,+1.62911000E+00
412,-3.19867000E-05,1558941176.601,+1.64356890E+00
413,-3.06854000E-05,1558941176.8093333,+1.64560710E+00
414,-3.29677000E-05,1558941177.0176668,+1.64560320E+00
415,-2.83030000E-05,1558941177.226,+1.64561240E+00
416,-2.94575000E-05,1558941177.4343333,+1.64562560E+00
417,-2.93840000E-05,1558941177.6426668,+1.64561640E+00
418,-2.76623000E-05,1558941177.851,+1.64561370E+00
419,-2.80427000E-05,1558941178.0593333,+1.64563620E+00
420,-2.90638000E-05,1558941178.2676668,+1.64564150E+00
421,-2.90638000E-05,1558941178.476,+1.64562040E+00
422,-3.01248000E-05,1558941178.6843333,+1.64560980E+00
423,-2.96978000E-05,1558941178.8926668,+1.64560980E+00
424,-3.06787000E-05,1558941179.101,+1.64560180E+00
425,-3.13589000E-05,1558941182.701,+1.66037410E+00
426,-2.98175000E-05,1558941182.9093332,+1.66917580E+00
427,-3.17931000E-05,1558941183.1176667,+1.66916920E+00
428,-3.05115000E-05,1558941183.326,+1.68103890E+00
429,-2.89766000E-05,1558941183.5343332,+1.68570210E+00
430,-2.94704000E-05,1558941183.7426667,+1.68571010E+00
431,-3.01912000E-05,1558941183.951,+1.70328840E+00
432,-2.89765000E-05,1558941184.1593332,+1.70933950E+00
433,-2.83826000E-05,1558941184.3676667,+1.70932100E+00
434,-2.77486000E-05,1558941184.576,+1.72310320E+00
435,-2.89366000E-05,1558941184.7843332,+1.72583400E+00
436,-2.97974000E-05,1558941184.9926667,+1.72583670E+00
437,-2.92969000E-05,1558941185.201,+1.73902670E+00
438,-3.00910000E-05,1558941185.4093332,+1.74113100E+00
439,-2.57198000E-05,1558941185.6176667,+1.74112840E+00
440,-2.98376000E-05,1558941185.826,+1.74111250E+00
441,-2.98641000E-05,1558941186.0343332,+1.74113100E+00
442,-2.78487000E-05,1558941186.2426667,+1.74113360E+00
443,-2.65340000E-05,1558941186.451,+1.74113360E+00
444,-2.91902000E-05,1558941186.6593332,+1.74113890E+00
445,-2.81090000E-05,1558941186.8676667,+1.74113360E+00
446,-2.94703000E-05,1558941187.076,+1.74113630E+00
447,-3.16393000E-05,1558941187.2843332,+1.74112440E+00
448,-2.93636000E-05,1558941187.4926667,+1.74111780E+00
449,-3.20465000E-05,1558941187.701,+1.74113100E+00
450,-2.76017000E-05,1558941191.302,+1.75780260E+00
451,-2.93502000E-05,1558941191.5103333,+1.76589980E+00
452,-2.78354000E-05,1558941191.7186668,+1.76591310E+00
453,-2.92301000E-05,1558941191.927,+1.77663800E+00
454,-3.17127000E-05,1558941192.1353333,+1.78123910E+00
