,SQUID_Volt(V),timestamp,MOD_CURR(A)
329,-2.99777000E-05,1558941818.5383332,+1.29989090E+00
330,-2.99308000E-05,1558941818.7466667,+1.29990140E+00
331,-3.00177000E-05,1558941818.955,+1.30528500E+00
332,-3.01245000E-05,1558941819.1633332,+1.31641180E+00
333,-2.99442000E-05,1558941819.3716667,+1.31644880E+00
334,-3.00778000E-05,1558941819.58,+1.32182450E+00
335,-3.01378000E-05,1558941819.7883332,+1.33179070E+00
336,-3.01045000E-05,1558941819.9966667,+1.33179860E+00
337,-2.99576000E-05,1558941820.205,+1.34264520E+00
338,-3.00443000E-05,1558941820.4133332,+1.35652520E+00
339,-3.00977000E-05,1558941820.6216667,+1.35653050E+00
340,-2.98174000E-05,1558941820.83,+1.35655160E+00
341,-2.98974000E-05,1558941821.0383332,+1.35655290E+00
342,-2.98375000E-05,1558941821.2466667,+1.35654770E+00
343,-2.97908000E-05,1558941821.455,+1.35652390E+00
344,-2.94704000E-05,1558941821.6633332,+1.35652250E+00
345,-2.97374000E-05,1558941821.8716667,+1.35653710E+00
346,-2.98107000E-05,1558941822.08,+1.35654770E+00
347,-3.02779000E-05,1558941822.2883332,+1.35654100E+00
348,-2.94303000E-05,1558941822.4966667,+1.35654370E+00
349,-2.99842000E-05,1558941822.705,+1.35653970E+00
350,-2.98174000E-05,1558941826.231,+1.36706270E+00
351,-2.99176000E-05,1558941826.4393332,+1.37189380E+00
352,-2.98575000E-05,1558941826.6476667,+1.37189120E+00
353,-2.95839000E-05,1558941826.856,+1.38950130E+00
354,-2.97908000E-05,1558941827.0643332,+1.39668120E+00
355,-2.97240000E-05,1558941827.2726667,+1.39667060E+00
356,-2.95971000E-05,1558941827.481,+1.40795730E+00
357,-2.91901000E-05,1558941827.6893332,+1.41202570E+00
358,-2.95573000E-05,1558941827.8976667,+1.41202040E+00
359,-2.96507000E-05,1558941828.106,+1.43238640E+00
360,-2.95504000E-05,1558941828.3143332,+1.43676420E+00
361,-2.94838000E-05,1558941828.5226667,+1.43676290E+00
362,-2.96172000E-05,1558941828.731,+1.44977580E+00
363,-2.95639000E-05,1558941828.9393332,+1.45211010E+00
364,-2.96573000E-05,1558941829.1476667,+1.45210210E+00
365,-2.92968000E-05,1558941829.356,+1.45209150E+00
366,-2.95038000E-05,1558941829.5643332,+1.45209290E+00
367,-2.93571000E-05,1558941829.7726667,+1.45208890E+00
368,-2.93170000E-05,1558941829.981,+1.45209950E+00
369,-2.94303000E-05,1558941830.1893332,+1.45210740E+00
370,-2.93036000E-05,1558941830.3976667,+1.45211530E+00
371,-2.94436000E-05,1558941830.606,+1.45210740E+00
372,-2.92970000E-05,1558941830.8143332,+1.45209820E+00
373,-2.94371000E-05,1558941831.0226667,+1.45210740E+00
374,-2.92301000E-05,1558941831.231,+1.45212060E+00
375,-2.91901000E-05,1558941834.831,+1.46283500E+00
376,-2.92302000E-05,1558941835.0393333,+1.46864830E+00
377,-2.91968000E-05,1558941835.2476668,+1.46866280E+00
378,-2.89900000E-05,1558941835.456,+1.48605880E+00
379,-2.92102000E-05,1558941835.6643333,+1.49224070E+00
380,-2.89633000E-05,1558941835.8726668,+1.49223410E+00
381,-2.89566000E-05,1558941836.081,+1.50488750E+00
382,-2.87964000E-05,1558941836.2893333,+1.50880400E+00
383,-2.90299000E-05,1558941836.4976668,+1.50880660E+00
384,-2.89966000E-05,1558941836.706,+1.52894390E+00
385,-2.85694000E-05,1558941836.9143333,+1.53242680E+00
386,-2.88497000E-05,1558941837.1226668,+1.53242150E+00
387,-2.88898000E-05,1558941837.331,+1.54689500E+00
388,-2.90434000E-05,1558941837.5393333,+1.54894910E+00
389,-2.88164000E-05,1558941837.7476668,+1.54895300E+00
390,-2.86094000E-05,1558941837.956,+1.54894910E+00
391,-2.86362000E-05,1558941838.1643333,+1.54895970E+00
392,-2.86295000E-05,1558941838.3726668,+1.54895570E+00
393,-2.86029000E-05,1558941838.581,+1.54895300E+00
394,-2.85561000E-05,1558941838.7893333,+1.54897290E+00
395,-2.84294000E-05,1558941838.9976668,+1.54896760E+00
396,-2.84828000E-05,1558941839.206,+1.54897020E+00
397,-2.83759000E-05,1558941839.4143333,+1.54897020E+00
398,-2.85227000E-05,1558941839.6226668,+1.54896230E+00
399,-2.85228000E-05,1558941839.831,+1.54894910E+00
400,-2.82291000E-05,1558941843.431,+1.56496250E+00
401,-2.85961000E-05,1558941843.6393332,+1.57256670E+00
402,-2.85094000E-05,1558941843.8476667,+1.57257460E+00
403,-2.83826000E-05,1558941844.056,+1.58413110E+00
404,-2.81958000E-05,1558941844.2643332,+1.58905080E+00
405,-2.82692000E-05,1558941844.4726667,+1.58905740E+00
406,-2.81825000E-05,1558941844.681,+1.60210070E+00
407,-2.84359000E-05,1558941844.8893332,+1.60554400E+00
408,-2.82425000E-05,1558941845.0976667,+1.60554930E+00
409,-2.83226000E-05,1558941845.306,+1.62481950E+00
410,-2.78754000E-05,1558941845.5143332,+1.62920780E+00
411,-2.81158000E-05,1558941845.7226667,+1.62923560E+00
412,-2.80423000E-05,1558941845.931,+1.64309840E+00
413,-2.79889000E-05,1558941846.1393332,+1.64575780E+00
414,-2.80490000E-05,1558941846.3476667,+1.64575780E+00
415,-2.78488000E-05,1558941846.556,+1.64574860E+00
416,-2.79621000E-05,1558941846.7643332,+1.64575520E+00
417,-2.77619000E-05,1558941846.9726667,+1.64572870E+00
418,-2.77286000E-05,1558941847.181,+1.64573670E+00
419,-2.78954000E-05,1558941847.3893332,+1.64573800E+00
420,-2.77687000E-05,1558941847.5976667,+1.64573270E+00
421,-2.77152000E-05,1558941847.806,+1.64572080E+00
422,-2.76485000E-05,1558941848.0143332,+1.64572870E+00
423,-2.77420000E-05,1558941848.2226667,+1.64573930E+00
424,-2.77020000E-05,1558941848.431,+1.64573670E+00
425,-2.72881000E-05,1558941852.031,+1.66081950E+00
426,-2.73749000E-05,1558941852.2393332,+1.66932250E+00
427,-2.73815000E-05,1558941852.4476666,+1.66931330E+00
428,-2.73883000E-05,1558941852.656,+1.68135610E+00
429,-2.72814000E-05,1558941852.8643332,+1.68585280E+00
430,-2.70813000E-05,1558941853.0726666,+1.68583170E+00
431,-2.70546000E-05,1558941853.281,+1.70364000E+00
432,-2.72415000E-05,1558941853.4893332,+1.70944920E+00
433,-2.71747000E-05,1558941853.6976666,+1.70946640E+00
434,-2.72816000E-05,1558941853.906,+1.72336360E+00
435,-2.69811000E-05,1558941854.1143332,+1.72595560E+00
436,-2.69077000E-05,1558941854.3226666,+1.72596750E+00
437,-2.66476000E-05,1558941854.531,+1.73924350E+00
438,-2.70480000E-05,1558941854.7393332,+1.74126850E+00
439,-2.70813000E-05,1558941854.9476666,+1.74127370E+00
440,-2.68143000E-05,1558941855.156,+1.74127110E+00
441,-2.67876000E-05,1558941855.3643332,+1.74127240E+00
442,-2.68010000E-05,1558941855.5726666,+1.74127900E+00
443,-2.68077000E-05,1558941855.781,+1.74127110E+00
444,-2.66942000E-05,1558941855.9893332,+1.74127900E+00
445,-2.61803000E-05,1558941856.1976666,+1.74128170E+00
446,-2.65675000E-05,1558941856.406,+1.74129490E+00
447,-2.66342000E-05,1558941856.6143332,+1.74128170E+00
448,-2.65675000E-05,1558941856.8226666,+1.74129890E+00
449,-2.64206000E-05,1558941857.031,+1.74128960E+00
450,-2.59735000E-05,1558941860.632,+1.75781580E+00
451,-2.63538000E-05,1558941860.8403332,+1.76605580E+00
452,-2.63204000E-05,1558941861.0486667,+1.76604390E+00
453,-2.63137000E-05,1558941861.257,+1.77669880E+00
454,-2.63139000E-05,1558941861.4653332,+1.78139510E+00
455,-2.62204000E-05,1558941861.6736667,+1.78138980E+00
