,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
216,+4.51244300E-05,1559291493.8803332,+1.57262530E+00,,2.217519934282585e-05,5.161451231527093e-05
217,+4.50302600E-05,1559291494.0886667,+1.57260790E+00,,2.2174751369112814e-05,5.16128472906404e-05
218,+4.49721600E-05,1559291494.297,+1.57259180E+00,,2.2174939759036145e-05,5.161297536945813e-05
219,+4.49387700E-05,1559291494.5053332,+1.57257570E+00,,2.217501204819277e-05,5.161143842364532e-05
220,+4.52092400E-05,1559291494.7136667,+1.57256830E+00,,2.217507009857612e-05,5.16147684729064e-05
221,+4.54382900E-05,1559291494.922,+1.57255220E+00,,2.2175329682365826e-05,5.161297536945813e-05
222,+4.52392900E-05,1559291495.1303332,+1.57253360E+00,,2.217509857612267e-05,5.161464039408867e-05
223,+4.53982400E-05,1559291495.3386667,+1.57252240E+00,,2.2175301204819275e-05,5.160938916256158e-05
224,+4.50730100E-05,1559291495.547,+1.57250380E+00,,2.217509857612267e-05,5.161297536945813e-05
225,+4.49200800E-05,1559291499.147,+1.57248770E+00,,2.2175431544359255e-05,5.161374384236453e-05
226,+4.49060400E-05,1559291499.3553333,+1.57247410E+00,,2.2175460021905805e-05,5.1614256157635465e-05
227,+4.51771900E-05,1559291499.5636668,+1.57246040E+00,,2.2175561883899235e-05,5.161528078817734e-05
228,+4.49755100E-05,1559291499.772,+1.57244430E+00,,2.2175590361445785e-05,5.161271921182266e-05
229,+4.51210900E-05,1559291499.9803333,+1.57243190E+00,,2.217560460021906e-05,5.161694581280788e-05
230,+4.51164000E-05,1559291500.1886668,+1.57241950E+00,,2.2175734939759038e-05,5.161592118226601e-05
231,+4.47571200E-05,1559291500.397,+1.57240340E+00,,2.217576451259584e-05,5.160913300492611e-05
232,+4.50175700E-05,1559291500.6053333,+1.57238850E+00,,2.2176053669222345e-05,5.161694581280788e-05
233,+4.50142400E-05,1559291500.8136668,+1.57237740E+00,,2.2175995618838994e-05,5.161643349753695e-05
234,+4.45654600E-05,1559291501.022,+1.57235880E+00,,2.21762847754655e-05,5.161387192118227e-05
235,+4.48366000E-05,1559291501.2303333,+1.57234760E+00,,2.2176400876232202e-05,5.161412807881774e-05
236,+4.43978200E-05,1559291501.4386668,+1.57233770E+00,,2.217634282584885e-05,5.161297536945813e-05
237,+4.46001900E-05,1559291501.647,+1.57232410E+00,,2.2176400876232202e-05,5.1613231527093594e-05
238,+4.58430100E-05,1559291501.8553333,+1.57231420E+00,,2.2176415115005476e-05,5.1611310344827586e-05
239,+4.59658900E-05,1559291502.0636668,+1.57229810E+00,,2.2176501642935378e-05,5.161464039408867e-05
240,+4.58182900E-05,1559291502.272,+1.57228690E+00,,2.2176573932092006e-05,5.161002955665025e-05
241,+4.57735500E-05,1559291502.4803333,+1.57227450E+00,,2.2176631982475357e-05,5.161054187192118e-05
242,+4.58643700E-05,1559291502.6886668,+1.57226340E+00,,2.217674808324206e-05,5.1610285714285715e-05
243,+4.57354800E-05,1559291502.897,+1.57224720E+00,,2.2176660460021908e-05,5.161054187192118e-05
244,+4.58036100E-05,1559291503.1053333,+1.57223480E+00,,2.2177095290251917e-05,5.1611566502463054e-05
245,+4.58410000E-05,1559291503.3136668,+1.57222370E+00,,2.2177037239868566e-05,5.1613231527093594e-05
246,+4.57194600E-05,1559291503.522,+1.57220760E+00,,2.2177007667031765e-05,5.16143842364532e-05
247,+4.58844200E-05,1559291503.7303333,+1.57219520E+00,,2.2177354874041622e-05,5.161041379310345e-05
248,+4.47985300E-05,1559291503.9386668,+1.57218400E+00,,2.2177152245345018e-05,5.161054187192118e-05
249,+4.50255900E-05,1559291504.147,+1.57217040E+00,,2.2177109529025194e-05,5.160938916256158e-05
